1036500800	Alabaster Lord (Evergaol)
31030800	Beastman of Faram Azula (Groveside Cave)
1042380850	Bell Bearing Hunter (Warmaster's Shack)
30110800	Black Knife Assassin (Deathtouched Catacombs)
1044350800	Bloodhound Knight Darriwil (Forlorn Hound Evergaol)
1042370800	Crucible Knight (Stormhill Evergaol)
1042380800	Deathbird (Limgrave)
31150800	Demi-Human Chiefs (Coastal Cave)
30020800	Erdtree Burial Watchdog (Stormfront Catacombs)
1043360800	Flying Dragon Agheel (Limgrave)
10000800	Godrick the Grafted
10010800	Grafted Scion (Chapel of Anticipation)
30040800	Grave Warden Duelist (Murkwater Catacombs)
31170800	Guardian Golem (Highroad Cave)
1044360800	Mad Pumpkin Head (Waypoint Ruins)
10000850	Margit the Fell Omen
1043370800	Night's Cavalry (Limgrave)
31000800	Patches (Murkwater Cave)
18000850	Soldier of Godrick
32010800	Stonedigger Troll (Limgrave Tunnels)
1045390800	Tibia Mariner (Summonwater Village)
1042360800	Tree Sentinel (Limgrave)
1042330800	Ancient Hero of Zamor (Weeping Evergaol)
30000800	Cemetery Shade (Tombsward Catacombs)
1044320800	Deathbird (Weeping Peninsula)
30010800	Edtree Burial Watchdog (Impaler's Catacombs)
1043330800	Erdtree Avatar
1043300800	Leonine Misbegotten (Morne Moangrave)
31020800	Miranda the Blighted Bloom (Tombsward Cave)
1044320850	Night's Cavalry (Weeping Peninsula)
31010800	Runebear (Earthbore Cave)
1038410800	Adan, Thief of Fire (Malefactor's Evergaol)
1033420800	Alecto, Black Knife Ringleader (Ringleader's Evergaol)
1037460800	Bell Bearing Hunter (Church of Vows)
30050850	Black Knife Assassin (Black Knife Catacombs)
31050800	Bloodhound Knight (Lakeside Crystal Cave)
1033450800	Bols, Carian Knight (Cuckoo's Evergaol)
30050800	Cemetery Shade (Black Knife Catacombs)
31040800	Cleanrot Knight (Stillwater Cave)
32020800	Crystalian (Raya Lucaria Crystal Tunnel)
31060800	Crystalian Spear Crystalian Staff (Academy Crystal Cave)
1037420800	Deathbird (Liurnia South)
1036450800	Death Rite Bird (Liurnia North)
1038480800	Erdtree Avatar (Liurnia Northeast)
1033430800	Erdtree Avatar (Liurnia Southwest)
30060800	Erdtree Burial Watchdog (Cliffbottom Catacombs)
1034500800	Glintstone Dragon Adula (Moonlight Altar)
1034450800	Glintstone Dragon Smarag (Liurnia)
1036480800	Night's Cavalry (Liurnia North)
1039430800	Night's Cavalry (Liurnia South)
1035420800	Omenkiller (Village of the Albinaurics)
1036500800	Onyx Lord (Royal Grave Evergaol)
1035500800	Royal Knight Loretta (Caria Manor)
1034480800	Royal Revenant (Kingsrealm Ruins)
30030800	Spiritcaller Snail (Road's End Catacombs)
14000800	Rennala, Queen of the Full Moon
14000850	Red Wolf of Radagon (Raya Lucaria)
39200800	Magma Wyrm Makar (Ruin-Strewn Precipice)
1049380800	Commander O'Neil (Swamp of Aeonia)
1051360800	Crucible Knight. Misbegotten Warrior (Redmane Castle) 
1049370850	Death Rite Bird (Caelid)
1048370800	Decaying Ekzykes (Caelid)
1050400800	Elder Dragon Greyoll
30140800	Erdtree Burial Watchdogs (Minor Erdtree Catacombs)
32080800	Fallingstar Beast (Sellia Crystal Tunnel)
31210800	Frenzied Duelist (Gaol Cave)
1048400800	Mad Pumpkin Heads (Caelem Ruins)
32070800	Magma Wyrm (Gael Tunnel)
1049370800	Night's Cavalry (Caelid)
1049390800	Nox Swordstress and Nox Priest (Sellia, Town of Sorcery)
1047400800	Putrid Avatar (Caelid)
1049390850	Battlemage Hugues (Sellia Evergaol)
31100800	Beastmen of Faram Azula (Dragonbarrow Cave)
1048410800	Bell Bearing Hunter (Isolated Merchant's Shack)
1051430800	Black Blade Kindred (Bestial Sanctum)
1052410800	Flying Dragon Greyll (Greyoll's Dragonbarrow)
34130800	Godskin Apostle (Divine Tower of Caelid)
1052410850	Night's Cavalry (Dragonbarrow)
1052560800	Putrid Avatar (Dragonbarrow)
31110800	Putrid Crystalians (Sellia Hideaway)
1041520800	Ancient Dragon Lansseax (Altus Plateau)
30080800	Ancient Hero of Zamor (Sainted Hero's Grave)
31190800	Black Knife Assassin (Sage's Cave)
1040520800	Black Knife Assassin (Sainted Hero's Grave)
32050800	Crystalian Spear and Crystalian Ringblade (Altus Tunnel)
1038510800	Demi-Human Queen Gilika (Lux Ruins)
1039540800	Elemer of the Briar (The Shaded Castle)
30070800	Erdtree Burial Watchdog (Wyndham Catacombs)
1041500800	Fallingstar Beast (Altus Plateau)
1039500800	Godefroy the Grafted (Golden Lineage Evergaol)
1042550800	Godskin Apostle (Dominula, Windmill Village)
31190850	Necromancer Garris (Sage's Cave)
1039510800	Night's Cavalry (Altus Plateau)
31180800	Omenkiller and Miranda the Blighted Bloom (Perfumer's Grotto)
30120800	Perfumer Tricia and Misbegotten Warrior (Unsightly Catacombs)
1040530800	Sanguine Noble (Writheblood Ruins)
32040800	Stonedigger Troll (Old Altus Tunnel)
1038520800	Tibia Mariner (Wyndham Ruins)
1041510800	Tree Sentinels (Altus Plateau)
1043530800	Bell Bearing Hunter (Hermit Merchant's Shack)
30100800	Crucible Knight, Crucible Knight Ordovis (Auriza Hero Grave)
1042380850	Deathbird (Warmaster's Shack)
1045520800	Draconic Tree Sentinel (Capital Outskirts)
34140850	Fell Twins (Divine Tower of East Altus)
30130800	Grave Warden Duelist (Auriza Side Tomb)
11000850	Godfrey, First Elden Lord (Golden Shade)
35000800	Mohg, the Omen (Cathedral of the Forsaken)
11000800	Morgott, the Omen King
16000860	Abductor Virgins (Mt. Gelmir)
1037530800	Demi-Human Queen Maggie (Hermit Village)
31090800	Demi-Human Queen Margot (Volano Cave)
1036540800	Full-Grown Fallingstar Beast (Ninth Mt. Gelmir Campsite)
16000800	God-Devouring Serpent / Rykard, Lord of Blasphemy
16000850	Godskin Noble (Temple of Eiglay)
31070800	Kindred of Rot (Seethewater Cave)
1035530800	Magma Wyrm (Mt. Gelmir)
30090800	Red Wolf of the Champion (Gelmir Hero's Grave)
1037540810	Ulcerated Tree Spirit (Mt. Gelmir)
30170800	Ancient Hero of Zamor (Giant-Conquring Hero's Grave)
1054560800	Borealis the Freezing Fog (Freezing Lake)
1051570800	Commander Niall (Castle Sol)
1050570800	Death Rite Bird (Mountaintops of the Giants)
1050570800	Erdtree Avatar (Mountaintops of the Giants)
1052520800	Fire Giant
31220800	Godskin Apostle and Godskin Noble  (Spiritcaller Cave) Spiritcaller Snail
30180800	Ulcerated Tree Spirit (Giants' Mountaintop Catacombs)
1053560800	Vyke, Knight of the Roundtable (Lord Contender's Evergaol)
13000830	Dragonlord Placidusax
13000850	Godskin Duo
13000800	Malekith, the Black Blade
1049520800	Black Blade Kindred (Forbidden Lands)
1048510800	Night's Cavalry (Forbidden Lands)
30200800	Stray Mimic Tear (Hidden Path to the Haligtree)
32110800	Astel, Stars of Darkness (Yelough Anix Tunnel)
1048570800	Death Rite Bird (Consecrated Snowfield)
1050560800	Great Wyrm Theodorix (Consecrated Snowfield)
31120800	Misbegotten Crusader (Cave of the Forlorn)
1248550800	Night's Cavalry Duo (Consecrated Snowfield)
1050570850	Putrid Avatar
30190800	Putrid Grave Warden Duelist (Consecrated Snowfield Catacombs)
15000850	Loretta, Knight of the Haligtree
15000800	Malenia, Goddess of Rot
12080800	Ancestor Spirit (Siofra River Bank)
12020830	Dragonkin Soldier (Siofra River Bank)
12050800	Mohg, Lord of Blood
12010800	Dragonkin Soldier of Nokstella (Ainsel River)
12020850	Mimic Tear (Nokron, Eternal City)
12090800	Regal Ancestor Spirit (Ancestral Woods)
12020800	Valiant Gargoyles (Siofra Aqueduct)
12030390	Crucible Knight Siluria
12030800	Fia's Champions
12030850	Lichdragon Fortissax
12040800	Astel, Naturalborn of the Void
12010850	Dragonkin Soldier (Lake of Rot)
11050800	Godfrey, First Elden Lord (Hoarah Loux)
11050850	Sir Gideon Ofnir, the All-Knowing
19000810	Radagon of the Golden Order / Elden Beast
